Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
8/30/2009,9.3,16.3,0.0,7.8,11.3,54.0,24.0,11.0,47.0,26.0,1020.0,1017.8,1.0,3.0,11.3,14.7,No,0.0,No
12/24/2010,6.0,26.9,0.0,6.6,12.1,31.0,20.0,11.0,64.0,33.0,1024.4,1018.7,5.0,4.0,14.2,25.0,No,0.4,No
5/16/2009,2.7,22.4,0.0,4.0,10.3,39.0,0.0,24.0,51.0,27.0,1018.5,1015.0,2.0,2.0,13.5,21.9,No,0.0,No
10/7/2010,4.7,15.1,20.6,7.6,10.6,52.0,26.0,24.0,64.0,40.0,1023.1,1023.3,1.0,6.0,9.0,13.9,Yes,0.0,No
6/21/2011,11.4,20.5,0.0,2.4,6.0,19.0,0.0,4.0,91.0,53.0,1027.9,1025.6,7.0,5.0,14.4,19.6,No,0.0,No
3/16/2011,6.4,17.3,0.8,3.6,8.4,31.0,11.0,17.0,94.0,59.0,1023.6,1023.5,8.0,7.0,12.7,16.7,No,0.4,No
8/22/2010,14.3,19.0,9.4,2.0,10.0,46.0,19.0,17.0,73.0,60.0,1018.5,1015.9,6.0,1.0,16.6,18.4,Yes,2.0,Yes
10/18/2009,8.4,18.7,7.0,,,31.0,4.0,15.0,69.0,48.0,1026.8,1023.9,,,11.3,17.9,Yes,0.0,No
10/31/2010,10.5,21.6,8.6,2.8,,31.0,13.0,19.0,78.0,46.0,1014.6,1014.1,6.0,6.0,15.0,21.5,Yes,0.0,No
7/11/2011,0.0,17.9,0.0,3.0,10.1,,4.0,22.0,55.0,21.0,1027.7,1023.6,3.0,2.0,7.5,17.8,No,0.0,No
11/9/2011,9.5,22.5,1.4,,10.6,39.0,9.0,22.0,62.0,49.0,1017.7,1017.0,6.0,4.0,18.2,21.8,Yes,0.0,No
2/21/2009,13.6,24.5,13.8,,,37.0,9.0,6.0,85.0,43.0,1016.4,1015.0,,,16.3,23.1,Yes,2.6,Yes
8/29/2010,20.1,23.7,0.2,3.6,0.0,35.0,11.0,19.0,64.0,65.0,1019.8,1017.6,7.0,8.0,21.5,23.3,No,2.2,Yes
2/26/2010,8.9,26.4,0.0,7.0,,,,,75.0,34.0,,,,,14.4,24.8,No,0.0,No
1/19/2009,17.9,24.4,0.0,,,57.0,19.0,43.0,60.0,67.0,1018.4,1014.2,,,22.0,22.6,No,0.0,No
4/21/2010,12.8,18.9,0.2,2.2,3.7,31.0,17.0,7.0,88.0,64.0,1017.9,1017.3,2.0,7.0,15.0,17.9,No,0.0,No
3/11/2009,20.6,25.8,4.4,6.0,2.9,35.0,15.0,15.0,88.0,82.0,1017.4,1015.7,7.0,7.0,22.3,23.0,Yes,5.6,Yes
1/27/2012,13.0,31.0,0.0,8.0,13.0,31.0,4.0,9.0,77.0,42.0,1017.1,1013.1,4.0,1.0,19.2,31.0,No,0.0,No
6/21/2009,7.0,17.0,1.6,,,46.0,4.0,20.0,99.0,71.0,1021.9,1018.6,1.0,1.0,8.3,16.4,Yes,5.6,Yes
8/14/2010,9.7,19.6,0.0,,,,22.0,20.0,69.0,50.0,1014.4,1008.4,,,14.6,18.9,No,,
3/7/2010,17.5,22.0,0.0,4.0,10.6,,13.0,24.0,72.0,73.0,1025.2,1022.0,3.0,1.0,20.0,21.0,No,0.8,No
1/2/2010,22.0,25.8,1.2,,,,4.0,0.0,78.0,83.0,,,8.0,8.0,24.4,25.0,Yes,22.0,Yes
12/26/2009,17.1,31.3,0.0,,,33.0,17.0,7.0,56.0,34.0,1014.7,1011.9,1.0,,20.0,29.4,No,0.0,No
9/20/2011,9.8,16.8,0.2,7.4,8.8,67.0,28.0,41.0,63.0,40.0,1010.4,1011.3,6.0,6.0,13.8,15.0,No,0.8,No
2/12/2010,18.1,20.8,19.8,6.8,0.4,37.0,20.0,22.0,,,1011.5,1012.9,8.0,8.0,18.9,18.4,Yes,0.0,No
5/20/2011,13.2,20.0,0.2,,,22.0,6.0,11.0,82.0,75.0,1028.3,1024.8,,,15.4,19.0,No,0.0,No
9/4/2011,-0.1,19.7,0.0,,,37.0,4.0,19.0,69.0,45.0,1026.9,1024.2,,,10.3,17.6,No,1.2,Yes
10/24/2011,12.7,18.6,0.2,6.0,0.0,39.0,15.0,15.0,88.0,100.0,1007.3,1011.2,8.0,8.0,18.6,12.6,No,6.2,Yes
9/26/2010,5.4,20.6,0.0,,,24.0,0.0,13.0,75.0,43.0,1020.5,1017.3,,,13.2,20.1,No,0.0,No
8/4/2009,7.4,20.1,0.0,1.8,9.7,35.0,9.0,26.0,67.0,54.0,1023.1,1018.2,2.0,8.0,17.5,19.0,No,0.0,No
3/10/2009,12.0,27.6,0.0,4.2,4.9,37.0,20.0,11.0,82.0,36.0,1020.5,1017.5,7.0,6.0,16.5,27.3,No,0.0,No
12/17/2009,21.6,30.0,0.0,10.8,,57.0,9.0,28.0,27.0,69.0,1007.7,1008.8,7.0,8.0,27.4,21.9,No,3.6,Yes
1/22/2010,22.1,34.9,0.0,8.2,9.6,48.0,11.0,28.0,68.0,45.0,1013.6,1008.2,3.0,1.0,26.7,33.9,No,0.0,No
9/24/2011,17.0,26.2,0.0,,,37.0,20.0,30.0,66.0,64.0,1019.7,1016.2,,,21.8,23.6,No,0.0,No
1/20/2010,15.8,28.7,0.0,7.4,13.1,31.0,9.0,19.0,32.0,18.0,1011.6,1009.2,0.0,0.0,24.3,27.5,No,0.0,No
1/31/2010,20.7,38.1,0.0,12.6,11.0,54.0,0.0,33.0,27.0,10.0,1005.4,1002.8,0.0,3.0,30.2,37.5,No,0.0,No
3/27/2010,26.2,34.0,0.0,6.8,10.1,59.0,22.0,13.0,69.0,52.0,1008.4,1004.9,6.0,7.0,28.7,33.2,No,23.6,Yes
3/17/2011,18.5,24.2,0.6,4.4,0.9,,7.0,17.0,93.0,89.0,1018.9,1016.8,7.0,7.0,22.4,22.8,No,13.6,Yes
2/7/2009,19.7,36.1,0.0,11.6,12.8,44.0,20.0,15.0,55.0,22.0,1014.4,1010.4,1.0,0.0,24.8,34.3,No,0.0,No
1/5/2009,21.7,28.8,0.0,,,41.0,28.0,30.0,64.0,64.0,1014.4,1012.4,,,27.1,26.9,No,0.0,No
1/4/2011,11.0,17.7,0.0,6.0,11.4,,13.0,15.0,61.0,57.0,1015.3,1013.2,7.0,6.0,14.2,16.1,No,0.0,No
2/21/2010,22.9,38.3,0.0,11.4,10.6,43.0,19.0,17.0,40.0,22.0,1010.6,1006.2,1.0,3.0,32.0,36.6,No,0.0,No
12/18/2008,23.8,28.3,10.4,2.8,0.0,43.0,17.0,13.0,94.0,95.0,1007.3,1004.6,8.0,8.0,25.8,24.9,Yes,36.6,Yes
10/5/2011,3.6,17.5,0.0,,,22.0,4.0,9.0,75.0,50.0,1021.9,1016.5,,,9.3,16.8,No,0.0,No
11/5/2010,7.5,14.9,0.0,3.6,9.1,28.0,4.0,19.0,54.0,48.0,1030.3,1028.2,7.0,1.0,10.7,14.5,No,0.0,No
12/11/2011,16.9,26.7,0.0,,,31.0,7.0,26.0,78.0,88.0,1004.4,1002.9,,,23.1,20.6,No,27.6,Yes
11/10/2011,9.1,19.7,10.6,6.0,11.7,50.0,20.0,24.0,80.0,54.0,1014.2,1017.0,,,14.9,18.1,Yes,0.0,No
6/28/2010,-2.4,10.2,0.0,1.0,6.5,26.0,0.0,11.0,91.0,47.0,1022.8,1020.0,1.0,3.0,1.7,9.9,No,0.0,No
1/6/2010,21.8,27.6,0.0,8.4,9.5,,15.0,17.0,83.0,71.0,1015.9,1013.8,7.0,5.0,22.5,24.8,No,0.0,No
3/9/2011,11.8,23.0,0.0,4.8,11.6,,2.0,28.0,81.0,73.0,1018.3,1015.8,2.0,0.0,17.1,21.4,No,0.0,No
11/14/2009,12.0,27.0,0.0,,,,4.0,4.0,69.0,55.0,,,2.0,1.0,21.0,26.0,No,0.0,No
2/3/2010,17.1,36.0,0.0,6.8,8.5,54.0,39.0,26.0,34.0,21.0,1010.5,1007.0,7.0,7.0,27.1,35.5,No,8.8,Yes
3/8/2010,13.1,22.9,0.6,,,44.0,11.0,30.0,96.0,65.0,1025.2,1023.3,,,17.1,21.2,No,0.0,No
8/28/2011,7.1,20.8,0.0,,,28.0,17.0,0.0,89.0,58.0,1021.2,1017.6,8.0,1.0,13.2,20.1,No,0.0,No
7/28/2011,3.1,18.7,0.0,2.6,,22.0,9.0,11.0,57.0,23.0,1029.3,1025.5,0.0,0.0,9.7,18.3,No,0.0,No
3/10/2009,19.6,32.0,0.0,8.8,9.7,43.0,24.0,15.0,54.0,24.0,1019.1,1016.3,6.0,5.0,22.1,29.7,No,0.0,No
12/31/2008,18.4,29.0,0.0,,,44.0,11.0,17.0,30.0,57.0,1002.4,1002.4,,,23.8,23.9,No,0.0,No
4/16/2010,10.4,25.0,0.0,3.0,10.6,31.0,22.0,9.0,57.0,36.0,1026.2,1022.9,0.0,1.0,18.3,24.6,No,0.0,No
3/27/2011,13.0,28.5,0.0,5.2,,33.0,20.0,13.0,59.0,27.0,1021.2,1018.7,1.0,4.0,18.1,26.1,No,0.0,No
4/17/2009,13.5,24.5,0.0,3.6,9.9,30.0,6.0,20.0,71.0,61.0,1014.3,1012.7,0.0,1.0,21.4,24.1,No,0.2,No
10/17/2008,14.9,23.1,0.2,7.2,8.3,31.0,15.0,17.0,54.0,59.0,1024.1,1021.8,6.0,4.0,19.7,20.0,No,0.0,No
11/2/2010,5.0,19.6,0.4,2.6,11.1,52.0,19.0,31.0,77.0,64.0,1016.7,1014.9,3.0,5.0,12.4,16.9,No,0.0,No
6/22/2010,1.4,13.8,0.0,,,22.0,0.0,13.0,85.0,68.0,1038.8,1037.0,,,7.2,11.8,No,0.0,No
12/16/2011,12.3,27.1,0.0,4.2,12.8,41.0,22.0,20.0,70.0,51.0,1019.2,1015.9,,,18.0,25.5,No,0.0,No
7/22/2010,-1.6,16.5,0.0,0.6,,35.0,0.0,9.0,91.0,66.0,1029.5,1028.5,,,6.9,14.2,No,0.0,No
10/22/2011,7.1,26.8,0.0,,5.0,35.0,6.0,20.0,69.0,23.0,1025.6,1022.4,8.0,7.0,14.8,25.9,No,0.0,No
9/18/2011,6.2,16.0,0.0,,,59.0,24.0,9.0,34.0,31.0,,,,,11.0,14.9,No,0.0,No
5/19/2011,16.2,21.5,0.8,,,52.0,26.0,28.0,84.0,88.0,1028.2,1026.5,,,18.9,18.7,No,18.0,Yes
10/10/2008,9.2,26.6,0.0,4.6,12.1,28.0,15.0,11.0,36.0,19.0,1026.1,1023.6,,,19.2,25.8,No,0.0,No
5/31/2011,11.9,21.3,2.2,,3.2,,22.0,17.0,90.0,67.0,1015.7,1013.1,7.0,8.0,14.1,19.3,Yes,4.0,Yes
11/13/2010,12.3,26.7,0.0,,13.1,54.0,30.0,33.0,35.0,31.0,1016.2,1013.4,,,19.2,24.7,No,0.0,No
5/22/2011,11.8,18.2,0.0,4.4,2.8,67.0,30.0,28.0,66.0,70.0,1011.3,1006.3,6.0,7.0,16.5,17.0,No,5.4,Yes
1/2/2011,21.7,34.1,0.0,7.4,10.8,39.0,9.0,20.0,66.0,23.0,1011.1,1009.2,7.0,5.0,24.6,32.8,No,0.0,No
4/8/2010,16.6,22.1,0.2,4.0,3.9,46.0,17.0,24.0,74.0,68.0,1016.6,1017.6,7.0,7.0,18.1,19.2,No,0.0,No
8/18/2009,8.1,19.7,0.0,,4.6,50.0,22.0,24.0,75.0,72.0,1010.0,1010.6,7.0,7.0,15.0,18.6,No,18.2,Yes
10/31/2008,16.1,21.2,0.4,9.6,1.2,54.0,17.0,33.0,59.0,53.0,1009.8,1012.4,7.0,7.0,18.2,20.6,No,0.2,No
6/12/2009,1.4,10.3,0.0,0.4,4.7,61.0,31.0,30.0,75.0,68.0,1022.3,1019.1,6.0,7.0,5.9,9.0,No,0.0,No
12/24/2009,19.8,38.1,0.0,,,44.0,7.0,20.0,48.0,11.0,,,,,27.0,37.0,No,0.0,No
3/6/2011,19.2,27.4,1.4,5.0,8.2,48.0,13.0,20.0,57.0,44.0,1020.5,1019.4,3.0,3.0,25.3,26.4,Yes,0.4,No
12/1/2011,9.5,22.5,0.0,7.0,8.0,41.0,15.0,19.0,48.0,36.0,1027.6,1025.0,,,16.2,21.2,No,0.0,No
10/16/2008,16.9,22.6,14.4,5.6,4.7,41.0,19.0,22.0,65.0,54.0,1021.2,1019.6,6.0,7.0,20.3,21.5,Yes,0.2,No
1/14/2009,18.1,40.0,0.0,,,37.0,6.0,13.0,70.0,19.0,,,,,24.0,39.6,No,0.0,No
9/3/2010,9.0,15.6,0.6,2.0,5.2,,6.0,19.0,95.0,76.0,1024.9,1021.3,8.0,5.0,11.1,15.1,No,9.8,Yes
12/1/2011,11.1,24.8,5.6,4.2,,43.0,22.0,22.0,43.0,20.0,1020.1,1017.5,0.0,0.0,16.7,23.2,Yes,0.0,No
2/27/2009,14.4,29.2,0.0,6.4,12.0,39.0,15.0,19.0,64.0,40.0,1016.0,1012.4,1.0,1.0,17.9,27.6,No,0.0,No
9/4/2009,14.7,25.3,6.0,1.8,6.9,,11.0,13.0,81.0,43.0,1014.8,1010.0,7.0,5.0,16.0,25.0,Yes,0.0,No
3/16/2011,,,,,,,,,,,,,,,,,,,
2/22/2011,9.2,22.2,0.0,3.8,,37.0,20.0,20.0,67.0,49.0,1023.2,1022.4,1.0,1.0,13.0,21.7,No,0.0,No
9/10/2011,6.0,18.8,0.0,6.7,10.4,46.0,30.0,26.0,56.0,27.0,1030.8,1026.0,0.0,1.0,12.0,18.2,No,0.0,No
9/19/2011,22.2,30.8,0.0,10.4,10.5,54.0,20.0,31.0,16.0,9.0,1012.3,1011.1,,,27.5,30.2,No,0.0,No
5/5/2011,0.4,13.9,0.0,,,13.0,2.0,7.0,81.0,50.0,1025.3,1023.5,,,5.6,13.1,No,0.2,No
7/10/2009,13.2,20.5,1.2,,,61.0,39.0,33.0,70.0,58.0,1019.9,1017.5,,,17.0,18.7,Yes,0.2,No
8/27/2009,3.3,17.8,0.0,3.4,10.0,35.0,7.0,20.0,73.0,47.0,1014.7,1011.2,1.0,2.0,12.3,17.3,No,0.8,No
12/21/2011,11.8,27.5,0.0,,,39.0,22.0,11.0,58.0,43.0,1016.3,1013.9,1.0,5.0,17.7,24.9,No,0.0,No
10/16/2009,12.9,29.6,0.0,9.8,12.1,43.0,15.0,19.0,23.0,14.0,1013.8,1010.3,0.0,0.0,26.4,29.2,No,0.0,No
6/11/2009,3.7,14.3,0.0,,,,0.0,,53.0,,,,0.0,,13.8,,No,0.0,No
8/27/2009,2.5,24.6,0.0,5.6,8.6,22.0,11.0,4.0,41.0,14.0,1020.5,1016.2,2.0,6.0,14.4,23.3,No,0.0,No
5/21/2010,15.8,24.6,0.0,,2.3,46.0,17.0,19.0,38.0,46.0,1010.4,1005.8,2.0,3.0,20.2,24.6,No,,
8/27/2010,8.4,14.0,3.4,9.6,6.6,48.0,24.0,22.0,89.0,66.0,1017.9,1018.9,6.0,4.0,10.1,13.2,Yes,1.6,Yes
11/9/2009,23.6,34.3,21.8,8.6,9.8,48.0,13.0,28.0,74.0,47.0,1010.1,1005.5,2.0,7.0,29.0,32.9,Yes,7.2,Yes
1/9/2012,26.2,34.3,0.0,5.8,11.7,39.0,15.0,24.0,79.0,45.0,1009.7,1006.3,4.0,5.0,29.4,33.5,No,0.0,No
10/24/2009,17.5,35.0,0.0,13.6,12.0,57.0,17.0,24.0,34.0,7.0,1018.0,1013.8,1.0,4.0,25.1,33.3,No,0.0,No
9/28/2011,11.2,17.0,0.0,,,44.0,22.0,22.0,54.0,94.0,1004.5,997.2,8.0,8.0,16.9,14.3,No,43.6,Yes
3/3/2009,14.8,31.8,3.2,5.9,,69.0,19.0,43.0,40.0,29.0,1009.4,1003.8,8.0,7.0,20.8,30.8,Yes,0.0,No
7/11/2011,6.9,12.4,2.4,1.6,5.2,59.0,31.0,44.0,81.0,69.0,1018.6,1019.2,3.0,5.0,8.6,11.4,Yes,0.0,No
2/7/2009,19.8,43.9,0.0,11.4,12.4,76.0,31.0,35.0,11.0,29.0,1002.9,1004.1,0.0,3.0,37.7,35.3,No,0.0,No
9/5/2010,9.6,15.7,0.0,,,22.0,7.0,6.0,74.0,86.0,1027.3,1024.5,,,13.6,13.4,No,1.0,No
1/21/2010,15.2,19.6,0.0,3.8,7.2,,19.0,28.0,87.0,88.0,1018.1,1017.0,7.0,6.0,17.5,18.9,No,0.0,No
10/27/2010,10.2,22.3,1.6,,,35.0,11.0,17.0,81.0,46.0,1016.2,1015.4,,2.0,15.6,21.6,Yes,0.0,No
5/19/2010,7.2,21.0,0.0,2.4,8.0,20.0,6.0,6.0,46.0,26.0,1022.7,1020.3,1.0,1.0,14.9,20.6,No,0.0,No
8/7/2010,6.8,16.1,0.0,4.2,10.2,,26.0,20.0,58.0,50.0,1024.7,1022.2,1.0,5.0,9.1,15.5,No,0.0,No
8/26/2009,12.0,21.6,0.0,8.4,10.9,,13.0,24.0,32.0,20.0,1013.1,1010.8,0.0,0.0,15.1,21.3,No,0.0,No
2/3/2009,12.5,27.1,1.6,1.6,,41.0,22.0,9.0,59.0,36.0,1017.9,1015.3,,,16.0,23.8,Yes,0.0,No
12/5/2010,18.3,29.7,0.0,6.0,6.5,30.0,7.0,11.0,84.0,58.0,1013.1,1010.4,,,19.0,26.4,No,0.0,No
8/28/2009,15.8,29.3,0.0,2.8,9.6,28.0,7.0,11.0,62.0,57.0,1018.8,1013.7,1.0,1.0,21.6,26.0,No,0.0,No
9/1/2011,8.9,22.9,0.2,2.2,8.7,39.0,9.0,15.0,83.0,58.0,1013.1,1008.5,1.0,5.0,15.1,21.5,No,15.0,Yes
2/9/2008,10.4,20.9,0.0,4.0,8.9,33.0,15.0,17.0,65.0,51.0,1007.7,1006.8,6.0,6.0,13.8,18.7,No,0.0,No
4/19/2009,14.0,19.1,0.0,3.0,4.8,35.0,17.0,19.0,65.0,59.0,1026.0,1023.2,7.0,3.0,15.4,18.1,No,0.0,No
6/6/2011,17.4,29.4,0.0,5.6,10.9,30.0,19.0,20.0,56.0,39.0,1013.9,1009.8,3.0,2.0,22.3,29.0,No,0.0,No
8/14/2010,4.7,21.1,0.0,,,35.0,0.0,7.0,98.0,40.0,,,,,8.9,20.4,No,0.0,No
2/3/2009,20.5,30.2,0.0,4.2,8.4,52.0,15.0,28.0,75.0,40.0,1013.1,1010.3,7.0,3.0,22.1,29.7,No,0.0,No
12/29/2010,13.7,30.3,0.0,7.6,13.1,52.0,26.0,30.0,31.0,46.0,1013.1,1013.6,,,22.8,23.5,No,0.0,No
11/23/2009,16.4,21.7,0.0,6.2,2.7,33.0,17.0,17.0,66.0,67.0,1022.8,1021.3,7.0,7.0,20.1,20.2,No,0.0,No
10/1/2009,9.4,16.2,1.4,,,28.0,9.0,9.0,90.0,79.0,1022.0,1020.8,,,13.1,15.2,Yes,0.4,No
1/13/2012,27.2,33.1,0.0,9.6,9.8,33.0,15.0,22.0,58.0,52.0,1009.9,1008.4,2.0,4.0,30.6,31.5,No,0.4,No
9/24/2009,7.6,16.1,0.0,3.2,,,,,46.0,38.0,,,,,12.4,15.0,No,0.0,No
9/30/2010,16.5,21.9,0.4,3.8,5.7,35.0,9.0,17.0,59.0,54.0,1020.9,1020.6,6.0,5.0,21.3,21.0,No,0.0,No
9/7/2010,5.4,14.2,0.4,4.2,5.5,30.0,17.0,20.0,81.0,62.0,1026.5,1025.6,2.0,4.0,10.4,12.7,No,0.2,No
3/28/2010,21.0,22.6,0.2,,0.0,28.0,0.0,6.0,70.0,90.0,1011.5,1011.2,,,22.3,19.0,No,6.0,Yes
11/3/2010,9.5,15.5,0.0,5.2,5.5,,19.0,17.0,61.0,66.0,1020.7,1020.3,6.0,6.0,12.5,12.9,No,0.4,No
7/2/2009,8.1,15.1,0.0,4.2,4.2,54.0,19.0,28.0,80.0,51.0,1012.9,1010.9,1.0,7.0,10.6,14.5,No,3.8,Yes
6/20/2010,12.0,14.7,0.6,1.6,1.2,33.0,20.0,17.0,89.0,73.0,1025.3,1026.6,7.0,6.0,12.9,14.2,No,1.8,Yes
5/2/2011,4.4,15.3,0.2,1.8,4.8,22.0,0.0,11.0,96.0,70.0,1020.1,1019.2,3.0,3.0,12.2,14.4,No,0.0,No
1/6/2009,17.5,26.1,0.0,,,54.0,20.0,24.0,66.0,58.0,1018.1,1016.2,,,19.9,23.8,No,0.0,No
5/1/2011,15.2,20.5,1.0,0.8,8.8,41.0,19.0,22.0,80.0,68.0,1018.9,1016.0,1.0,7.0,18.2,19.8,No,0.0,No
9/5/2010,19.7,23.2,3.4,,,39.0,15.0,22.0,92.0,91.0,1017.8,1015.6,,,21.7,21.9,Yes,15.6,Yes
3/28/2009,16.3,22.9,0.6,,,35.0,0.0,19.0,83.0,66.0,1025.6,1022.6,8.0,,18.2,22.1,No,0.0,No
3/26/2011,8.1,19.8,0.0,,,24.0,6.0,7.0,71.0,53.0,1023.8,1021.6,,,12.3,19.1,No,0.0,No
1/10/2010,23.8,39.7,0.0,10.8,12.5,30.0,13.0,11.0,41.0,18.0,1016.8,1013.5,1.0,2.0,30.7,37.7,No,0.0,No
8/13/2011,19.6,33.1,0.0,5.6,10.6,39.0,13.0,20.0,68.0,21.0,1014.3,1010.8,1.0,1.0,25.0,31.9,No,0.0,No
12/4/2008,11.6,24.8,0.0,,,43.0,17.0,17.0,59.0,32.0,1017.7,1014.0,,,16.3,23.6,No,0.4,No
3/16/2010,16.9,25.3,0.0,,,,0.0,19.0,75.0,59.0,1023.8,1022.6,,,20.7,24.8,No,,
8/11/2010,8.4,20.3,0.0,4.0,0.0,46.0,20.0,13.0,20.0,33.0,1014.7,1011.3,8.0,8.0,17.1,19.4,No,27.2,Yes
6/2/2010,1.3,13.3,0.0,,,28.0,4.0,13.0,99.0,61.0,1022.8,1022.5,6.0,1.0,8.3,13.1,No,0.0,No
6/14/2010,19.1,31.1,0.0,6.8,10.4,39.0,22.0,17.0,41.0,39.0,1015.5,1013.0,4.0,3.0,22.4,29.5,No,0.0,No
6/7/2010,12.0,17.8,12.4,,,,4.0,4.0,58.0,63.0,,,1.0,7.0,13.8,15.8,Yes,0.8,No
10/18/2008,12.3,23.2,0.0,5.2,11.5,35.0,9.0,17.0,53.0,44.0,1025.2,1023.2,2.0,2.0,20.3,21.9,No,0.0,No
3/17/2011,24.9,31.4,0.0,4.0,7.4,35.0,7.0,19.0,85.0,71.0,1010.2,1006.9,5.0,7.0,28.3,29.9,No,0.0,No
9/27/2011,9.8,21.6,0.0,6.8,5.7,44.0,20.0,17.0,50.0,54.0,1016.1,1011.4,7.0,7.0,16.8,19.0,No,0.8,No
12/26/2011,24.4,31.9,0.0,5.2,5.6,30.0,9.0,19.0,71.0,70.0,1008.2,1005.8,7.0,3.0,29.4,30.8,No,0.0,No
10/12/2008,13.1,20.5,0.0,4.0,9.2,41.0,11.0,20.0,66.0,37.0,1022.0,1022.2,5.0,3.0,16.6,18.8,No,0.0,No
11/2/2008,12.5,29.1,0.0,4.4,8.6,57.0,37.0,24.0,68.0,26.0,1018.2,1012.9,7.0,7.0,16.8,28.3,No,2.8,Yes
7/4/2010,-0.2,17.4,0.0,1.8,7.9,26.0,6.0,4.0,85.0,48.0,1029.1,1026.0,3.0,3.0,6.1,16.4,No,0.0,No
2/9/2009,17.1,28.7,0.0,19.8,11.7,61.0,35.0,35.0,45.0,19.0,1014.4,1013.1,3.0,3.0,18.5,26.9,No,0.0,No
3/10/2009,12.5,26.8,0.0,,,59.0,26.0,15.0,88.0,46.0,1019.3,1017.8,3.0,7.0,14.5,25.1,No,0.8,No
6/9/2011,-5.6,-0.8,,,,39.0,,17.0,,100.0,,,,,,-1.1,,0.8,No
2/3/2011,25.0,37.6,0.0,14.2,11.9,41.0,24.0,17.0,67.0,29.0,1017.5,1013.3,5.0,5.0,27.1,35.4,No,0.0,No
2/15/2010,19.8,26.2,18.8,,,63.0,9.0,9.0,85.0,82.0,1006.3,1003.9,,,22.1,25.7,Yes,0.0,No
3/9/2011,24.2,30.1,0.4,6.0,3.6,48.0,30.0,20.0,67.0,70.0,1011.8,1009.2,7.0,7.0,28.2,27.2,No,10.6,Yes
1/6/2012,4.0,26.0,0.0,6.2,10.1,37.0,6.0,7.0,68.0,28.0,1019.7,1014.3,,,15.1,23.7,No,0.0,No
1/7/2012,4.0,20.0,0.2,,,33.0,11.0,15.0,67.0,39.0,,,,,12.2,18.6,No,2.0,Yes
3/30/2009,17.3,31.0,0.0,7.0,11.1,33.0,17.0,9.0,43.0,24.0,1019.5,1016.3,3.0,1.0,20.4,29.4,No,0.0,No
11/7/2009,22.1,30.3,0.4,11.4,4.0,56.0,17.0,28.0,57.0,88.0,1017.5,1016.0,7.0,8.0,28.1,23.3,No,2.4,Yes
9/8/2009,14.7,19.7,0.0,3.2,7.6,57.0,30.0,31.0,62.0,67.0,1024.0,1021.9,2.0,7.0,17.3,17.6,No,0.0,No
1/8/2010,21.0,29.2,33.0,2.2,3.3,67.0,22.0,35.0,94.0,70.0,1006.0,1003.2,7.0,6.0,23.4,28.5,Yes,58.8,Yes
11/22/2009,22.1,31.3,0.0,,,46.0,26.0,33.0,48.0,71.0,1014.3,1011.6,,,29.6,25.7,No,0.0,No
7/6/2009,12.1,19.3,4.4,2.6,2.7,48.0,26.0,22.0,97.0,71.0,1010.5,1009.4,8.0,7.0,13.3,18.4,Yes,4.0,Yes
1/2/2010,15.9,22.5,4.0,8.0,5.3,63.0,11.0,37.0,90.0,50.0,1008.9,1009.7,8.0,4.0,16.4,22.2,Yes,0.6,No
7/22/2009,11.8,23.5,0.0,,,41.0,15.0,24.0,68.0,49.0,1021.0,1015.8,,,18.3,21.2,No,0.0,No
9/7/2011,13.7,22.2,0.0,6.6,6.2,31.0,17.0,19.0,41.0,26.0,1019.2,1014.6,7.0,5.0,16.3,21.9,No,0.0,No
4/1/2010,16.0,25.3,0.2,3.6,10.8,,24.0,19.0,68.0,45.0,1018.3,1016.3,2.0,1.0,18.4,24.8,No,0.0,No
6/20/2010,7.7,12.3,0.6,,,26.0,15.0,11.0,99.0,98.0,1026.6,1027.1,8.0,3.0,9.5,10.6,No,1.2,Yes
8/25/2011,2.5,20.7,0.0,,,31.0,7.0,19.0,99.0,48.0,1025.6,1020.6,,,7.2,20.2,No,0.0,No
5/27/2010,10.1,17.6,65.4,,,52.0,13.0,22.0,83.0,72.0,1006.6,1011.3,,,14.6,14.8,Yes,8.6,Yes
12/10/2009,15.1,25.9,0.0,8.4,12.5,57.0,33.0,31.0,55.0,25.0,1014.1,1014.2,4.0,2.0,18.1,23.6,No,0.0,No
12/14/2009,17.9,21.8,0.0,,,26.0,9.0,15.0,84.0,71.0,1021.6,1021.1,,,19.0,20.5,No,0.0,No
9/24/2010,11.4,22.2,0.0,6.0,6.4,33.0,13.0,17.0,60.0,38.0,1023.7,1018.9,7.0,1.0,15.3,21.6,No,0.0,No
1/10/2011,20.6,28.2,7.0,,,46.0,19.0,19.0,90.0,67.0,1016.9,1015.1,,,22.9,25.6,Yes,2.8,Yes
2/27/2010,15.0,28.8,0.0,,,43.0,26.0,24.0,59.0,36.0,,,,,19.8,27.3,No,0.0,No
8/25/2009,10.3,16.1,2.4,,,20.0,6.0,4.0,97.0,78.0,1024.4,1022.9,,,12.3,14.7,Yes,0.0,No
9/20/2010,10.1,16.8,0.0,2.4,0.0,31.0,19.0,13.0,78.0,66.0,1027.7,1026.4,7.0,7.0,12.4,14.8,No,0.4,No
